id,key,value 
46040156,highway,residential
46040156,name,Rua Padre Manoel da Nóbrega
46040157,highway,residential
46040157,name,Rua Gregorio de Matos
46040159,highway,residential
46040159,name,Avenida Aluísio de Azevedo
46040160,highway,residential
46040160,name,Rua José Leite Furtado
46040161,highway,residential
46040161,name,Rua Peri
46040162,highway,residential
46040162,name,Rua Castro Alves
46040163,highway,residential
46040163,name,Rua João da Madeira
46040165,highway,residential
46040165,name,Avenida Rio Camarão
46040166,highway,residential
46040166,name,Rua João da Madeira
46040167,highway,residential
46040167,name,Rua Pedro Aleixo
46040168,highway,residential
46040168,name,Rua Francisco Lucena
46040169,highway,residential
46040169,name,Rua Joaquim Cleto
46040170,highway,residential
46040170,name,Avenida Marechal Povoas
46040171,highway,residential
46040171,name,Rua Ministro Benedito Marinho
46040173,highway,residential
46040173,name,Rua Hermes Barcelos
46040174,highway,residential
46040174,name,Rua Antônio Soares Bastos
46040175,highway,residential
46040175,name,Rua Basílio da Gama
46040176,highway,residential
46040176,name,Rua Pantaleão Muniz de Carvalho
46040177,highway,residential
46040177,name,Rua Henrique Martins
46040178,highway,residential
46040178,name,Rua Joaquim Torres
46040179,highway,residential
46040179,name,Rua Felipe Mascarenhas
46040180,highway,residential
46040180,name,Rua Brigadeiro Armando Trompowiski
46040182,highway,residential
46040182,name,Rua Eduardo Prado
46040183,highway,residential
46040183,name,Rua São Francisco
46040184,highway,residential
46040184,name,Rua São Vicente de Paula
46040185,highway,residential
46040185,name,Rua Alberto Gonçalves
46040186,highway,residential
46040186,name,Avenida Marechal Povoas
46040187,highway,residential
46040187,name,Rua Severina Correia
46040189,highway,residential
46040189,name,Rua Antero de Quental
46040190,highway,residential
46040190,name,Avenida Bispo Dom João da Mata
46040192,highway,residential
46040192,name,Rua São Pedro
46040193,highway,residential
46040193,name,Avenida Bispo Dom João da Mata
46040195,highway,track
46040196,highway,residential
46040196,name,Rua Artur Napoleão
46040197,highway,residential
46040197,name,Rua Alcindo Guanabara
46040198,highway,residential
46040198,name,Rua Santo Inácio
46040199,highway,residential
46040199,name,Rua General Savaget
46040202,highway,residential
46040202,name,Rua Aquilino de Carvalho
46040203,highway,residential
46040203,name,Rua Constantino Vigel
46040205,highway,residential
46040205,name,Rua Geraldo José Lima
46040207,highway,residential
46040207,name,Rua Júlio Lima
46040207,oneway,no
46040208,highway,residential
46040208,name,Rua cardeal Lucon
46040211,highway,residential
46040211,name,Rua Euclides Ninho
46040211,oneway,no
46040213,highway,residential
46040213,name,Rua Coronel Cândido Farias
46040214,highway,residential
46040214,name,Rua Emílio Castelar
46040214,oneway,no
46040215,highway,residential
46040215,name,Rua General Pimenta de Castro
46040215,oneway,no
46040216,highway,residential
46040216,name,Rua Waldemar Marcelino dos Santos
46040216,oneway,no
46040218,highway,track
46040219,highway,residential
46040219,name,Rua Júlio Lima
46040219,oneway,no
46040220,highway,residential
46040220,name,Rua Expedicionário João Alberto Alves
46040221,highway,residential
46040221,name,Rua Otávio Correia
46040222,highway,residential
46040222,name,Rua Francisco Vieira
46040223,highway,residential
46040223,name,Rua Manoel Pereira
46040226,leisure,stadium
46040226,sport,soccer
46040239,highway,residential
46040239,name,Rua Gil Vicente
46040240,highway,residential
46040240,name,Rua Alzira Vargas
46040241,highway,residential
46040241,name,Rua Conde Caravela
46040241,oneway,no
46040242,highway,residential
46040242,name,Rua Euclides Ninho
46040243,highway,residential
46040243,name,Rua Gilberto Amado
46040244,highway,residential
46040244,name,Rua Expedicionário Iraci Luchina
46040245,highway,residential
46040245,name,Rua Bernardino Lópes
46040246,highway,residential
46040246,name,Rua Guimarães Júnior
46040247,highway,residential
46040247,name,Rua Padre José de Anchieta
46040248,highway,residential
46040248,name,Rua Francisco Otaviano
46040249,highway,residential
46040249,name,Rua Guatemala
46040250,highway,unclassified
46040250,name,Avenida Carmela Dutra
46040251,highway,motorway_link
46040251,name,Marginal Rodovia Governador Mário Covas
46040251,oneway,yes
46040251,surface,paved
46040252,highway,residential
46040253,highway,residential
46040253,name,Rua Saint Simon
46040254,highway,service
46040255,highway,service
46040256,highway,residential
46040256,name,Rua Lúcio Saturnino
46040257,highway,residential
46040257,name,Rua Santo Inácio
46040258,highway,residential
46040258,name,Rua Fredolino Chimango
46040262,highway,residential
46040262,name,Rua Visconde Seabra
46040263,highway,service
46040265,highway,service
46040266,highway,service
46040267,highway,service
46040272,highway,motorway_link
46040272,name,Marginal Rodovia Governador Mário Covas
46040272,oneway,yes
46040272,surface,paved
46040274,building,yes
46040275,amenity,parking
46040276,highway,tertiary
46040276,name,Rua Visconde Seabra
46040279,highway,unclassified
46040279,name,Avenida Bispo Dom João da Mata
46040279,oneway,yes
46040280,highway,tertiary
46040280,name,Rua Alzira Vargas
46040280,oneway,no
46040281,highway,tertiary
46040281,name,Rua Alzira Vargas
46040281,oneway,yes
46040282,highway,tertiary
46040282,name,Rua Alzira Vargas
46040282,oneway,yes
46040283,highway,residential
46040283,name,Rua Antônio Couto
46040285,highway,residential
46040285,name,Rua Elisa Lima
46040286,highway,tertiary
46040286,lanes,1
46040286,name,Avenida Bispo Dom João da Mata
46040286,oneway,yes
46040286,surface,asphalt
46040288,waterway,river
46040289,layer,-1
46040289,tunnel,yes
46040289,waterway,river
46040290,tunnel,yes
46040290,waterway,river
46040291,waterway,river
46040294,highway,residential
46040294,name,Rua Magalhães Luís
46040295,highway,residential
46040295,name,Rua Saraiva de Carvalho
46040296,highway,residential
46040296,name,Rua Carlos Fox
46040297,highway,residential
46040297,name,Rua Júlio de Castilho
46040298,highway,service
46040299,highway,residential
46040299,name,Rua Antônio Couto
46040300,highway,residential
46040300,name,Rua José Serrado
46040301,highway,residential
46040301,name,Rua Luciano Pereira
46040302,highway,residential
46040302,name,Rua Gerônimo Mendonça
46040303,highway,residential
46040303,name,Rua Jorge Loureiro
46040306,highway,residential
46040306,name,Rua Itabajara
46040307,highway,residential
46040307,name,Rua Morais Sarmento
46040308,highway,residential
46040308,name,Avenida Bispo Dom João da Mata
46040309,highway,residential
46040309,name,Rua Aquilino de Carvalho
46040310,highway,residential
46040310,name,Rua Zilda Silvares
46040311,highway,residential
46040311,name,Rua Cardeal Maury
46040312,highway,residential
46040312,name,Rua Zeferino Costa
46040313,highway,residential
46040313,name,Rua Joaquim Nabuco
46040314,highway,residential
46040314,name,Rua Alcindo Guanabara
46040315,highway,residential
46040315,name,Rua Artur Napoleão
46040316,tunnel,yes
46040316,waterway,river
46040317,waterway,river
46040318,highway,residential
46040318,name,Rua Resende Costa
46040319,highway,residential
46040319,name,Rua São Veríssimo
46040320,highway,residential
46040320,name,Rua Anselmo Freire
46040321,highway,residential
46040321,name,Rua Martins Sarazat
46040322,highway,residential
46040322,name,Rua Martins Sarazate
46040322,oneway,no
46040323,bridge,yes
46040323,highway,residential
46040323,name,Rua Martins Sarazate
46040327,highway,residential
46040327,name,Rua São Veríssimo
46040328,highway,residential
46040328,name,Rua Anselmo Freire
46040329,foot,yes
46040329,highway,footway
46040330,bridge,yes
46040330,foot,yes
46040330,highway,residential
46040330,name,Rua Cristóvão Sardinha
46040331,highway,residential
46040331,name,Rua Cristóvão Sardinha
46040332,foot,yes
46040332,highway,residential
46040332,name,Rua Cristóvão Sardinha
46040334,building,yes
46040335,building,yes
46040336,building,yes
46040337,building,yes
46040338,building,yes
46040341,highway,residential
46040341,name,Rua Visconde de Mauá
46040342,bridge,yes
46040342,highway,residential
46040342,name,Rua Visconde de Mauá
46040343,highway,residential
46040343,name,Rua Visconde de Mauá
46040345,waterway,river
46040346,building,yes
46040352,waterway,river
46040353,access,yes
46040353,highway,unclassified
46040353,name,Marginal Rodovia Governador Mário Covas
46040353,surface,unpaved
46040356,building,hangar
46040357,highway,residential
46040357,name,Rua Zeferino Costa
46040358,highway,residential
46040358,name,Avenida 4
46040358,surface,unpaved
46040359,highway,residential
46040359,name,Rua 33
46040359,surface,unpaved
46040360,highway,residential
46040360,name,Rua 32
46040360,surface,unpaved
46040361,highway,residential
46040361,name,Avenida 3
46040362,highway,unclassified
46040362,name,Avenida Sampaio
46040362,surface,unpaved
46040363,highway,unclassified
46040363,name,Avenida Sampaio
46040363,source,Bing
46040363,surface,unpaved
46040364,highway,unclassified
46040364,name,Avenida Sampaio
46040364,surface,unpaved
46040367,highway,unclassified
46040367,junction,roundabout
46040368,highway,residential
46040368,name,Avenida 5
46040368,surface,unpaved
46040369,highway,unclassified
46040371,highway,residential
46040371,name,Avenida 1
46040371,source,Bing
46040371,surface,unpaved
46040372,highway,tertiary
46040372,name,Avenida Nossa Senhora da Conceição
46040372,oneway,no
46040372,surface,cobblestone
46040374,highway,tertiary
46040375,bridge,yes
46040375,highway,tertiary
46040394,building,yes
46040394,name,DETRAN
46040395,amenity,parking
46040396,highway,unclassified
46040396,name,Estrada do Contorno
46040397,amenity,place_of_worship
46040397,building,church
46040397,denomination,catholic
46040397,name,Santuário de Jesus Crucificado Porto das Caixas
46040397,religion,christian
46040398,highway,residential
46040398,name,Rua Irineu Vargas Filho
46040399,highway,residential
46040399,name,Rua Azamor Marcolino
46040399,source,Bing;IBGE
46040401,highway,tertiary
46040401,name,Avenida Hedevilson Barreto Cardoso
46040401,source,Bing;IBGE
46040402,highway,tertiary_link
46040402,oneway,yes
46040403,highway,tertiary_link
46040403,oneway,yes
46040441,highway,tertiary
46040441,name,Rua Prefeito Alvaro de Carvalho Junior
46040441,source,Bing;IBGE
46040442,highway,residential
46040444,highway,residential
46040444,name,Rua Ademar Pinheiro
46040444,source,IBGE
46040446,highway,residential
46040446,name,Rua Rosa Cristina Rulf Vargas
46040446,source,IBGE
46040447,highway,residential
46040447,name,Rua Padre Egídio Cavouth
46040447,source,IBGE
46040448,highway,residential
46040448,name,Rua José Serafim Custódio
46040448,source,IBGE
46040449,highway,residential
46040449,name,Rua Quintino Lopes Ferreira
46040450,highway,residential
46040450,name,Praça Jardim Imperial
46040450,source,IBGE
46040451,highway,residential
46040451,name,Rua Papa João Paulo I
46040451,source,IBGE
46040456,highway,residential
46040456,name,Rua Francisco Cordova
46040456,source,IBGE
46040460,highway,residential
46040460,name,Rua Doutor José Barbosa Goulart
46040460,source,IBGE
46040462,highway,residential
46040462,name,Rua Presidente Castelo Branco
46040462,source,IBGE
46040463,highway,residential
46040463,name,Rua Eden França de Abreu
46040463,source,IBGE
46040464,highway,residential
46040464,oneway,yes
46040465,highway,tertiary
46040465,name,Avenida Americo da Costa Cardoso
46040470,highway,residential
46040470,name,Travessa Natalina Barreto
46040472,highway,residential
46040472,name,Rua Antônio Pinto
46040472,source,IBGE
46040473,highway,residential
46040473,name,Rua José Serpa Ferraz
46040473,source,IBGE
46040474,highway,residential
46040474,name,Rua José Rodrigues Gomes
46040474,source,IBGE
46040479,highway,residential
46040479,name,Rua São João
46040479,source,IBGE
46040482,highway,residential
46040482,name,Rua Januario Caffaro
46040482,oneway,no
46040483,leisure,stadium
46040483,name,Estádio Municipal Alziro de Almeida
46040483,sport,soccer
46040484,highway,tertiary
46040484,name,Avenida Vereador Hermínio Moreira
46040484,source,IBGE
46040486,highway,residential
46040486,name,Rua Doutor Mesquita
46040487,highway,tertiary
46040487,name,Rua Projetada
46040487,oneway,yes
46040487,source,IBGE
46184349,highway,motorway_link
46184349,oneway,yes
46184349,surface,paved
46184350,highway,motorway_link
46184350,oneway,yes
46184350,surface,paved
46184351,highway,motorway_link
46184351,oneway,yes
46184351,surface,paved
46184352,highway,motorway_link
46184352,oneway,yes
46184352,surface,paved
46184353,highway,motorway_link
46184353,oneway,yes
46184353,surface,paved
46184355,highway,residential
46184356,highway,residential
46184360,highway,residential
46184361,highway,motorway_link
46184361,oneway,yes
46184361,surface,paved
46184362,highway,motorway_link
46184362,oneway,yes
46184362,surface,paved
46184365,highway,unclassified
46184367,highway,unclassified
46184368,bridge,yes
46184368,highway,unclassified
46184370,highway,unclassified
46184371,highway,residential
46184375,highway,unclassified
46184377,highway,residential
46184377,source,Bing
46184377,surface,asphalt
46184378,highway,residential
46184378,source,Bing
46184378,surface,asphalt
46184381,highway,unclassified
46184398,highway,unclassified
46184399,highway,unclassified
46184400,highway,unclassified
46184401,highway,unclassified
46184402,highway,unclassified
46184403,highway,residential
46184404,highway,unclassified
46184405,highway,residential
46184406,highway,residential
46184407,highway,unclassified
46184424,waterway,river
46184425,waterway,river
46184427,highway,track
46184427,source,Bing
46184467,highway,secondary
46184467,surface,paved
46184468,highway,tertiary
46184477,waterway,river
46184478,name,Rio Suruí
46184478,waterway,river
46184479,boat,yes
46184479,waterway,river
46184488,highway,motorway_link
46184488,surface,paved
46184489,highway,motorway_link
46184489,surface,paved
46184564,highway,tertiary
46205544,highway,motorway
46205544,lanes,2
46205544,maxspeed,100
46205544,name,Rodovia Governador Mário Covas
46205544,oneway,yes
46205544,ref,BR-101
46205544,surface,paved
46205548,highway,motorway_link
46205548,name,Via Marginal Governador Mário Covas
46205548,oneway,yes
46205548,surface,paved
46205552,highway,motorway_link
46205552,name,Via Marginal Governador Mário Covas
46205552,oneway,yes
46205552,surface,paved
46205556,highway,residential
46205556,name,Rua Albertina Torres
46205558,highway,residential
46205558,name,Rua Antônio Antunes
46205558,surface,paved
46205595,highway,motorway
46205595,lanes,2
46205595,maxspeed,100
46205595,name,Rodovia Governador Mário Covas
46205595,oneway,yes
46205595,ref,BR-101
46205595,surface,paved
46205599,highway,secondary
46205599,name,Avenida Washington Luís
46205599,oneway,no
46205599,surface,paved
46205602,bridge,viaduct
46205602,highway,motorway
46205602,lanes,2
46205602,layer,1
46205602,maxspeed,100
46205602,name,Rodovia Governador Mário Covas
46205602,oneway,yes
46205602,ref,BR-101
46205602,surface,paved
46205604,highway,motorway
46205604,lanes,2
46205604,maxspeed,100
46205604,name,Rodovia Governador Mário Covas
46205604,oneway,yes
46205604,ref,BR-101
46205604,surface,paved
46205608,bridge,viaduct
46205608,highway,motorway
46205608,lanes,2
46205608,layer,1
46205608,maxspeed,100
46205608,name,Rodovia Governador Mário Covas
46205608,oneway,yes
46205608,ref,BR-101
46205608,surface,paved
46205679,bridge,viaduct
46205679,highway,motorway
46205679,lanes,2
46205679,layer,1
46205679,maxspeed,100
46205679,name,Rodovia Governador Mário Covas
46205679,oneway,yes
46205679,ref,BR-101
46205679,surface,paved
46205683,highway,motorway
46205683,lanes,2
46205683,maxspeed,100
46205683,name,Rodovia Governador Mário Covas
46205683,oneway,yes
46205683,ref,BR-101
46205683,surface,paved
46205686,bridge,viaduct
46205686,highway,motorway
46205686,lanes,2
46205686,layer,1
46205686,maxspeed,100
46205686,name,Rodovia Governador Mário Covas
46205686,oneway,yes
46205686,ref,BR-101
46205686,surface,paved
46206736,highway,motorway
46206736,lanes,2
46206736,maxspeed,100
46206736,name,Rodovia Governador Mário Covas
46206736,oneway,yes
46206736,ref,BR-101
46206736,surface,paved
46206737,bridge,yes
46206737,highway,motorway
46206737,lanes,2
46206737,layer,1
46206737,maxspeed,100
46206737,name,Rodovia Governador Mário Covas
46206737,oneway,yes
46206737,ref,BR-101
46206737,surface,paved
46206738,highway,motorway
46206738,lanes,2
46206738,maxspeed,100
46206738,name,Rodovia Governador Mário Covas
46206738,oneway,yes
46206738,ref,BR-101
46206738,surface,paved
46206739,bridge,yes
46206739,highway,motorway
46206739,lanes,2
46206739,layer,1
46206739,maxspeed,100
46206739,name,Rodovia Governador Mário Covas
46206739,oneway,yes
46206739,ref,BR-101
46206739,surface,paved
46206745,man_made,pier
46206745,name,Praça do Peixe Gradim
46206746,boat,no
46206746,name,Rio Maribondo
46206746,waterway,river
46206964,highway,motorway
46206964,lanes,2
46206964,maxspeed,100
46206964,name,Rodovia Governador Mário Covas
46206964,oneway,yes
46206964,ref,BR-101
46206964,surface,paved
46206965,bridge,yes
46206965,highway,motorway
46206965,lanes,2
46206965,layer,1
46206965,maxspeed,80
46206965,name,Rodovia Governador Mário Covas
46206965,oneway,yes
46206965,ref,BR-101
46206965,surface,paved
46206967,bridge,yes
46206967,highway,motorway
46206967,lanes,2
46206967,layer,1
46206967,maxspeed,80
46206967,name,Rodovia Governador Mário Covas
46206967,oneway,yes
46206967,ref,BR-101
46206967,surface,paved
46206971,highway,motorway
46206971,lanes,2
46206971,maxspeed,80
46206971,name,Rodovia Governador Mário Covas
46206971,oneway,yes
46206971,ref,BR-101
46206971,surface,paved
46207482,highway,motorway_link
46207482,name,Via Marginal Governador Mário Covas
46207482,oneway,yes
46207482,surface,paved
46207497,highway,secondary
46207497,name,Avenida Joaquim Oliveira
46207497,oneway,no
46207497,surface,paved
46208176,barrier,wall
46208177,highway,motorway_link
46208177,name,Via Marginal Governador Mário Covas
46208177,oneway,yes
46208177,surface,paved
46208178,highway,service
46208178,surface,paved
46209217,highway,residential
46209217,name,Rua Ramalho Monteiro
46209218,highway,residential
46209218,name,Rua Frederico Masson
46209219,highway,residential
46209219,name,Rua Ângelo Ribeiro
46209220,highway,residential
46209220,name,Rua Ulisses Roberto
46209221,highway,residential
46209221,name,Rua Queiroz Veloso
46209222,highway,residential
46209222,name,Rua César Tinoco
46209223,highway,residential
46209223,name,Rua Arnaldo Tavares
46209224,highway,residential
46209224,name,Rua Vinte e Nove de Outubro
46209225,highway,residential
46209225,name,Rua Expedicionário Oscar Shade
46963370,highway,residential
46963370,name,Rua do Arrastão
46963371,highway,residential
46963371,name,Rua do Pescado
46963372,highway,residential
46963372,name,Travessa da Lagosta
46963373,highway,residential
46963373,name,Travessa da Lagosta
46963374,highway,residential
46963374,name,Rua dos Delfins
46963375,highway,residential
46963375,name,Rua S
46963376,highway,residential
46963376,name,Rua R
46963378,highway,residential
46963378,name,Rua Pitatunga
46963379,highway,residential
46963379,name,Rua do Pescado
46963381,highway,residential
46963381,name,Rua R
46963382,highway,residential
46963382,name,Rua E
46963383,highway,residential
46963383,name,Rua Sabiá
46963384,highway,residential
46963384,name,Rua Sabiá
46963385,highway,residential
46963385,surface,unpaved
46963389,highway,residential
46963389,name,Rua D
46963390,highway,residential
46963390,name,Rua Q
46963391,highway,residential
46963391,name,Rua G
46963392,highway,residential
46963392,name,Rua H
46963394,highway,residential
46963394,name,Rua Golf Club
46963395,highway,residential
46963395,name,Rua Golf Club
46963404,highway,residential
46963404,name,Rua do Arpoador
46963406,highway,residential
46963406,name,Avenida Cruzeiro do Sul
46963407,highway,residential
46963407,name,Rua Pitatunga
46963408,highway,residential
46963408,name,Rua São Rafael
46963410,highway,residential
46963410,name,Rua Mar Novo
46963411,highway,residential
46963411,name,Rua Projetada B
46963412,highway,residential
46963412,name,Rua Projetada B
46963413,highway,residential
46963413,name,Rua C
46963417,waterway,river
46963418,bridge,yes
46963418,highway,primary
46963418,name,Avenida Beira Mar
46963418,ref,RJ-102
46963419,highway,primary
46963419,name,Avenida Beira Mar
46963419,old_name,Estrada de Jaconé
46963419,ref,RJ-102
46963421,natural,beach
46963422,highway,residential
46963422,name,Avenida Cruzeiro do Sul
46963429,highway,residential
46963429,name,Rua Setenta e Oito
46963430,natural,water
46963431,waterway,river
46963433,highway,residential
46963433,name,Rua Setenta e Nove
46963434,highway,residential
46963434,name,Rua Setenta e Sete
46963435,bridge,yes
46963435,highway,residential
46963435,name,Rua Setenta e Sete
46963472,highway,residential
46963472,name,Alameda Ipitangas
46963473,highway,residential
46963473,name,Praça Nossa Senhora de Nazaré
46963474,highway,residential
46963474,name,Praça Nossa Senhora de Nazaré
46963474,oneway,yes
46963477,natural,beach
46963486,highway,residential
46963486,name,Avenida San Marino
46963486,source,Yahoo
46963490,highway,residential
46963490,name,Rua Praia de São Conrado
46963491,highway,residential
46963491,name,Rua Ilha Comprida
46963491,source,Yahoo
46963496,highway,residential
46963496,name,Rua Rainha do Mar
46963496,source,Yahoo
46963497,highway,residential
46963497,name,Avenida Tinguí
46963497,oneway,yes
46963497,source,Yahoo
46963500,highway,secondary
46963500,name,Avenida Praia Itapoamã
46963500,oneway,yes
46963500,source,Yahoo
46963501,highway,secondary
46963501,name,Avenida Praia Itapoamã
46963501,oneway,yes
46963501,source,Yahoo
46963503,highway,residential
46963503,name,Avenida Nossa Senhora de Nazareth
46963505,highway,residential
46963505,name,Rua da Praia
46963505,oneway,yes
46963508,name,Praia de Itaúna
46963508,natural,beach
46963510,highway,residential
46963510,name,Rua das Caravelas
46963513,highway,residential
46963513,name,Rua das Pitangas
46963514,highway,residential
46963514,name,Rua das Tainhas
46963515,highway,residential
46963515,name,Rua dos Quilombos
46963516,highway,residential
46963516,name,Rua Q
46963517,highway,residential
46963517,name,Rua dos Jangadeiros
46963518,highway,service
46963519,highway,residential
46963519,name,Rua L
46963522,highway,residential
46963522,name,Avenida dos Sambaquis
46963523,highway,residential
46963523,name,Rua dos Robalos
46963525,highway,residential
46963525,name,Rua P
46963526,highway,residential
46963526,name,Rua do Arpoador
46963529,highway,residential
46963529,name,Rua Cléa
46963529,surface,unpaved
46963534,highway,secondary
46963534,name,Rua Jacarepiá
46963534,source,Yahoo
46963535,highway,residential
46963535,name,Rua Ermitão
46963540,highway,residential
46963540,name,Rua Praia São Bento
46963541,highway,residential
46963541,name,Rua Praia da Guanabara
46963543,highway,residential
46963543,name,Rua Praia do Sossego
46963544,highway,residential
46963544,name,Rua Praia da Moreninha
46963545,highway,residential
46963545,name,Rua Praia de Cocotá
46963546,highway,residential
46963546,name,Rua Praia do Matoso
46963547,highway,residential
46963547,name,Rua Praia do Sepetiba
46963548,highway,residential
46963548,name,Rua Praia das Furnas
46963549,highway,residential
46963549,name,Rua Praia da Ribeira
46963551,highway,residential
46963551,name,Rua Praia de Copacabana
46963552,highway,residential
46963552,name,Rua Praia de Ipanema
46963553,highway,residential
46963553,name,Rua Praia do Arpoador
46963554,highway,residential
46963554,name,Rua Praia do Vidigal
46963554,oneway,no
46963555,highway,residential
46963555,name,Rua Praia do Leblon
46963556,highway,residential
46963556,name,Rua Praia Tubiacanga
46963557,highway,residential
46963557,name,Rua Praia da Urca
46963558,highway,residential
46963558,name,Rua Praia do Leme
46963560,highway,residential
46963560,name,Rua Praia Botafogo
46963561,highway,residential
46963561,name,Rua Praia Grumari
46963562,highway,residential
46963562,name,Rua Praia de Guaratiba
46963563,highway,residential
46963563,name,Rua Praia do Flamengo
46963564,highway,residential
46963564,name,Rua Praia de São Conrado
46963565,highway,residential
46963565,name,Rua Barra Da Tijuca
46963566,highway,residential
46963566,name,Rua Praia Zumbi
46963579,highway,residential
46963579,name,Rua Praia de Atafona
46963580,highway,residential
46963580,name,Rua Praia do Brussaí
46963581,highway,residential
46963581,name,Rua Praia do Gargau
46963587,natural,water
46963589,natural,water
46963590,natural,water
46963591,highway,residential
46963591,name,Rua Praia Recreio dos Bandeirantes
46963592,highway,residential
46963592,name,Rua Praia de Paquetá
46963592,surface,unpaved
46963647,highway,tertiary
46963647,name,Estrada praia Tartaruga
47520764,bicycle,yes
47520764,highway,pedestrian
47520764,horse,yes
47520764,maxspeed,20
47520764,name,Rua do Catimbau
47520764,source,GPS;survey;Yahoo
47520764,surface,ground
47520909,bicycle,yes
47520909,highway,pedestrian
47520909,horse,yes
47520909,name,Travessa Cerqueira
47520909,source,GPS;survey
47735879,bicycle,yes
47735879,highway,pedestrian
47735879,horse,yes
47735879,maxspeed,20
47735879,name,Praia José Bonifácio
47735879,source,GPS;survey;Yahoo
47735879,surface,ground
47735883,bicycle,yes
47735883,highway,pedestrian
47735883,horse,yes
47735883,maxspeed,20
47735883,name,Praia da Moreninha
47735883,source,GPS;survey;Yahoo
47735883,surface,ground
47759847,bicycle,yes
47759847,highway,pedestrian
47759847,horse,yes
47759847,maxspeed,20
47759847,name,Praia Grossa
47759847,source,GPS;survey;Yahoo
47759853,bicycle,yes
47759853,highway,pedestrian
47759853,horse,yes
47759853,name,Rua Furquim Werneck
47759853,source,GPS;survey;Yahoo
47759853,surface,cobblestone
47759862,bicycle,yes
47759862,highway,pedestrian
47759862,horse,yes
47759862,name,Praça Bom Jesus
47759864,bicycle,yes
47759864,highway,pedestrian
47759864,horse,yes
47759864,maxspeed,20
47759864,name,Rua Praia dos Tamoios
47759864,oneway,no
47759864,source,GPS;survey;Yahoo
47759864,surface,cobblestone
47759885,bicycle,yes
47759885,highway,pedestrian
47759885,horse,yes
47759885,name,Praça Bom Jesus
47867097,bicycle,yes
47867097,highway,pedestrian
47867097,horse,yes
47867097,maxspeed,20
47867097,name,Praia das Gaivotas
47867097,source,GPS;survey;Yahoo
47867102,highway,footway
47867119,man_made,pier
48464665,highway,residential
48464665,name,Avenida Padre Vieira
48464665,source,Yahoo
48464666,highway,residential
48464666,name,Avenida Padre Manoel de Sá
48464666,source,Yahoo
48464668,highway,residential
48464668,name,Rua Expedicionário Geraldo Martins Santana
48464668,source,Yahoo
48464671,highway,residential
48464671,name,Rua Marquês de Resende
48464671,source,Yahoo
48464672,highway,residential
48464672,name,Rua Nicolau Tolentino
48464672,source,Yahoo
48464674,highway,residential
48464674,name,Rua Expedicionário Aquiles Brasil
48464674,source,Yahoo
48464676,highway,residential
48464676,name,Rua Expedicionário Ari de Azevedo
48464676,source,Yahoo
48464678,highway,residential
48464678,name,Avenida Isaura Santarém
48464678,source,Yahoo
48464680,highway,residential
48464680,name,Rua Gil Polo
48464680,source,Yahoo
48464685,highway,residential
48464685,name,Rua Luiz Ribeiro Pires
48464685,source,Yahoo
48464686,highway,residential
48464686,name,Rua Expedicionário Antenor Costa
48464686,source,Yahoo
48464687,highway,residential
48464687,name,Rua Expedicionário Soares dos Reis
48464687,source,Yahoo
48464688,highway,residential
48464688,name,Rua Expedicionário Soares dos Santos
48464688,source,Yahoo
48464688,surface,unpaved
48464689,highway,motorway_link
48464689,name,Marginal Rodovia Governador Mário Covas
48464689,oneway,yes
48464689,source,Yahoo
48464689,surface,paved
48464690,highway,residential
48464690,name,Rua Piracanjuba
48464690,source,Yahoo
48464691,highway,residential
48464691,name,Rua Nunes Borges
48464691,source,Yahoo
48464692,highway,residential
48464692,name,Rua Expedicionário Moisés de Oliveira
48464692,source,Yahoo
48464693,bridge,yes
48464693,highway,footway
48464693,layer,1
48464693,source,Yahoo
48464697,highway,residential
48464697,name,Rua Expedicionário Alcebíades Sodré
48464697,source,Yahoo
48464701,highway,tertiary
48464701,name,Rua Eugênio Fromentim
48464701,source,Yahoo
48464701,surface,paved
48464702,highway,residential
48464702,name,Rua Hermínio Borges Nogueira
48464702,source,Yahoo
48464703,highway,residential
48464703,name,Rua Anastácio Rosa
48464703,source,Yahoo
48464704,highway,residential
48464704,name,Rua Navarro da Costa
48464704,source,Yahoo
48464705,highway,residential
48464705,name,Rua Miguel Glinka
48464705,source,Yahoo
48464708,highway,residential
48464708,name,Avenida Isaura Santarém
48464708,source,Yahoo
48464709,highway,residential
48464709,name,Rua Florentino Giovani
48464709,source,Yahoo
48464709,surface,unpaved
48464711,highway,tertiary
48464711,name,Rua Expedicionário Noraldino Rosa dos Santos
48464711,source,Yahoo
48464711,surface,paved
48464716,highway,motorway_link
48464716,name,Marginal Rodovia Governador Mário Covas
48464716,oneway,yes
48464716,source,Yahoo
48464716,surface,paved
48464724,highway,motorway_link
48464724,name,Marginal Rodovia Governador Mário Covas
48464724,oneway,yes
48464724,source,Yahoo
48464724,surface,paved
48464742,highway,residential
48464742,name,Rua Pedro Gassendi
48464742,source,Yahoo
48464750,highway,residential
48464750,name,Avenida Padre Vieira
48464750,source,Yahoo
48464757,highway,residential
48464757,name,Rua Benjamim Franklin
48464757,source,Yahoo
48464760,highway,residential
48464760,name,Rua Teodoro Sampaio
48464760,source,Yahoo
48464764,highway,residential
48464764,name,Rua Alberto Sampaio
48464764,source,Yahoo
48464833,highway,residential
48464833,name,Rua Renato Freming
48464833,source,Yahoo
48464836,highway,residential
48464836,name,Avenida Santa Catarina
48464836,source,Yahoo
48516047,building,yes
